Id,SalePrice
1461,123871.40660247454
1462,146998.54842472705
1463,180987.59362040993
1464,199972.0447719949
1465,186619.40513087783
1466,174225.2285603618
1467,185584.325604232
1468,166927.37104199114
1469,191812.0434042535
1470,121418.39782953796
1471,200552.0578306158
1472,99655.16441750975
1473,100108.30905887972
1474,151259.11724170353
1475,125450.8441996259
1476,362925.80014815944
1477,252409.82602564333
1478,297972.31923078944
1479,288638.5858382684
1480,483345.0960902081
1481,321064.2832286622
1482,209439.855103093
1483,174702.06593879103
1484,169346.7223614847
1485,184797.90810360512
1486,194099.96641047695
1487,334705.0704238653
1488,246055.5931251972
1489,193294.45583274137
1490,219137.98851873074
1491,194640.7494552113
1492,91131.79577184434
1493,196396.96725881833
1494,286898.1840775888
1495,286006.1625444708
1496,229942.44764740087
1497,176662.33012574216
1498,163260.5867632281
1499,160996.4339686358
1500,151478.1044770592
1501,172712.2301348755
1502,152903.39892230174
1503,293796.8475160062
1504,242474.35489037258
1505,218178.72928623902
1506,191506.9387988225
1507,240775.7899594605
1508,193567.77354140324
1509,159692.45465604714
1510,142859.18848934778
1511,148210.17592129993
1512,176039.24473930217
1513,152150.5127709331
1514,152396.93629188946
1515,190520.3294440961
1516,150010.3201638344
1517,166746.96885616833
1518,131023.45942276684
1519,221671.42001741778
1520,130487.1818148321
1521,131203.9322213301
1522,171524.06177959943
1523,113939.32024060794
1524,119716.014872317
1525,122858.888512007
1526,115951.12673351642
1527,110402.43376533534
1528,141045.33503004006
1529,144789.0876836901
1530,194924.67635710072
1531,106123.85698216774
1532,98050.75830272688
1533,142891.3555952305
1534,125276.49039862918
1535,149647.5647311879
1536,109583.69863594056
1537,69073.56071313939
1538,147579.20379657607
1539,189984.17440842144
1540,90546.75822380907
1541,139272.40610477017
1542,138458.57702049718
1543,197553.93964660302
1544,85413.37598697601
1545,109873.1767293625
1546,130390.79390048601
1547,127880.51669157212
1548,134087.25228584465
1549,120251.81652075912
1550,132865.89909223528
1551,110237.45199587209
1552,136282.334501379
1553,144926.59487327925
1554,123673.12551479811
1555,155270.9321140778
1556,87497.65976198489
1557,105085.5732735463
1558,95334.00817273968
1559,77468.50987732767
1560,132230.2888632923
1561,117587.31939492372
1562,134508.2048955692
1563,124988.19045147442
1564,157278.07107490298
1565,148531.96900470182
1566,234955.4358885058
1567,76419.85428528716
1568,216483.34423415284
1569,127117.71578475485
1570,137502.72487653024
1571,117419.3120937935
1572,143829.1058795836
1573,239592.6793924267
1574,123172.89844927288
1575,219660.5073857699
1576,248482.29892455073
1577,192277.94260865523
1578,143213.51764780688
1579,138882.72890998336
1580,193943.02833460463
1581,151199.6111252178
1582,129254.4426413667
1583,312234.38207964704
1584,227584.20524463488
1585,140195.10127634346
1586,73906.66972237254
1587,100893.46361041415
1588,150153.05184743987
1589,101300.19445891287
1590,135788.4886520728
1591,98629.64588511972
1592,114281.03917761456
1593,127380.00195619889
1594,134076.82091763447
1595,107911.79741823945
1596,230895.8413789036
1597,178378.09062603366
1598,209602.68935626294
1599,174158.71875865423
1600,167073.00253890874
1601,67029.75898464734
1602,115257.22729869904
1603,77311.32601306375
1604,256877.8700114995
1605,252291.9937893633
1606,169916.00512209805
1607,180046.18994387428
1608,213792.29599417
1609,186876.5808031925
1610,149657.5993788195
1611,141518.0414714422
1612,173313.45795226257
1613,170547.31696464473
1614,124924.67845319901
1615,94832.7947289007
1616,76112.38072505048
1617,97065.25362098344
1618,130254.3489942494
1619,144695.940497771
1620,159426.86754584912
1621,142815.2720125006
1622,147692.75246717906
1623,271914.1525812666
1624,211187.839931051
1625,123008.21868102017
1626,168907.74788871873
1627,188867.7221768167
1628,282887.98643320164
1629,178934.25865145083
1630,346463.93644627987
1631,213500.62888217947
1632,231616.16721310528
1633,174063.07497675714
1634,186851.00937863515
1635,176263.69016472372
1636,159093.33262262392
1637,191088.30373968996
1638,188675.19839203934
1639,189391.71316910093
1640,261897.30867600092
1641,182239.2548922235
1642,233269.06965396262
1643,222415.62451939424
1644,232358.37961305003
1645,203152.41547686755
1646,160949.5747236365
1647,160122.12157345872
1648,133784.2009751839
1649,136502.10031186926
1650,114932.50965041333
1651,128158.54290414756
1652,99685.22409365656
1653,100592.16543989923
1654,147161.51889111925
1655,147916.46838323836
1656,145181.7179763792
1657,147434.10585115032
1658,148445.92116631367
1659,130455.19642130492
1660,157240.5777610874
1661,430048.4577603291
1662,403257.3359856791
1663,377678.09588033415
1664,473307.5868599118
1665,302301.5111286303
1666,323830.31648546224
1667,377075.17894017417
1668,332387.6717989631
1669,280781.3294844865
1670,336246.88053528895
1671,257381.22466637343
1672,437367.6257027968
1673,284469.17777400784
1674,244883.49805655997
1675,190796.7451567993
1676,195322.90837473117
1677,212534.17263450328
1678,455347.4736600956
1679,371929.2438981576
1680,319000.2193484926
1681,236913.83179844194
1682,304943.29875959834
1683,186496.10444141427
1684,175511.12025353574
1685,174235.85684744056
1686,176583.61679168398
1687,170420.62849547892
1688,191476.54972338906
1689,192497.53516206736
1690,194269.83935217408
1691,188213.48144275427
1692,265252.08113550645
1693,165996.31504726605
1694,183114.35374089252
1695,171375.60182949668
1696,259348.17629223297
1697,176541.71407805593
1698,347488.23900923465
1699,314803.98784321913
1700,245788.33249952362
1701,266118.4861447266
1702,248227.03511664222
1703,248036.65065481362
1704,282717.8247973044
1705,230266.36760072116
1706,431432.0282484142
1707,203941.70016203588
1708,200867.81176113276
1709,262762.41032317554
1710,217802.94792473133
1711,259762.91392848082
1712,236231.98308733985
1713,269536.8270416987
1714,217628.15756143114
1715,204476.76238132385
1716,181040.69058895818
1717,177635.25337564334
1718,133148.66798917783
1719,199987.00503831968
1720,246597.58974903365
1721,164216.74601708385
1722,123121.27023854853
1723,153547.27467141376
1724,211245.27277771453
1725,241134.3792442274
1726,191165.78276252464
1727,162068.37079164106
1728,166273.9727915176
1729,170656.74743797662
1730,167272.92711593414
1731,123311.37795673523
1732,128029.276553541
1733,118458.96915030331
1734,122897.1995379182
1735,132110.24521385643
1736,115401.46541071871
1737,330428.2368823612
1738,232306.6321773378
1739,242343.90658302276
1740,203756.45386177342
1741,188541.16383693207
1742,169863.1281442102
1743,176414.76498421465
1744,313762.51096141036
1745,218623.05533820105
1746,205205.95482473078
1747,218052.1484729139
1748,222567.91704681388
1749,145028.16882610787
1750,128383.68051607203
1751,261667.43402628938
1752,122857.56504875407
1753,150050.48463662143
1754,203865.31900028037
1755,161165.8646207343
1756,130971.70325728081
1757,123841.6886644904
1758,144155.12622650995
1759,162662.00000410384
1760,169760.626173295
1761,139978.9644581216
1762,176223.3801826524
1763,173326.44074946738
1764,116774.97272787246
1765,156912.19887615374
1766,181274.99506432773
1767,224613.61733732355
1768,142264.64799616789
1769,171517.43602408623
1770,147584.73996078514
1771,125901.95955341986
1772,132737.01629814866
1773,128437.46426160532
1774,145210.4486127005
1775,135698.16966063733
1776,125121.7465627132
1777,105861.49287268292
1778,138693.07097642016
1779,117393.75719487447
1780,171270.48403609722
1781,126330.45187794736
1782,89995.3732385201
1783,145345.72989680019
1784,102490.33755103573
1785,117166.57897185827
1786,142273.56467897815
1787,158899.157975337
1788,59573.323989161014
1789,103748.87057326856
1790,76757.79572430982
1791,189527.78602475612
1792,155654.23895777727
1793,132659.21248809376
1794,154720.9353588804
1795,131025.42810464842
1796,123337.30592570012
1797,124047.06295009519
1798,124122.792665844
1799,110699.1046450941
1800,126824.2342862743
1801,123071.95726122569
1802,136062.50548057177
1803,151950.6617219342
1804,136196.8483462958
1805,137439.0126891429
1806,128914.34879099936
1807,128267.26784900736
1808,119077.06389177557
1809,120974.5051109934
1810,135711.59657644443
1811,97075.85343580434
1812,98801.12492900275
1813,124767.32983608356
1814,98147.2900376985
1815,53713.76191776065
1816,97539.65123489968
1817,100994.08484811259
1818,141236.7262981788
1819,127892.71570418165
1820,54994.81771765596
1821,118436.78949356648
1822,149893.98842933564
1823,43192.25824592149
1824,128786.39325751124
1825,135509.02881254765
1826,100369.43807034893
1827,101330.56163800172
1828,134637.81355848498
1829,126972.59398769643
1830,145733.15164842666
1831,145729.80956287158
1832,71918.58690897169
1833,134942.49386544016
1834,124267.74851041935
1835,125895.44868566815
1836,131294.6074247548
1837,85288.3669290985
1838,115663.48285531347
1839,99031.58128939636
1840,149148.86554016697
1841,136949.30573810954
1842,85917.97279765378
1843,129412.61889191595
1844,140159.51957557097
1845,139405.48563846943
1846,151534.29596319914
1847,160559.67041810628
1848,56040.10107951397
1849,109148.18703145458
1850,120103.93440030944
1851,145026.40540541243
1852,123679.14291325804
1853,126730.2774114931
1854,168432.28744878303
1855,147211.52938391734
1856,229856.2198571437
1857,137336.2352962624
1858,143674.8038929325
1859,126388.33163122342
1860,147755.24565866063
1861,126093.37440180282
1862,311523.8416741938
1863,300085.60335609777
1864,300095.63128755835
1865,335500.8163623448
1866,329201.0312778978
1867,242415.16886303658
1868,295394.3691889667
1869,210165.7103170824
1870,229854.10451856448
1871,256998.09312467385
1872,173018.19248597373
1873,228770.23806426747
1874,148263.03078024235
1875,198084.48140347947
1876,196464.2919716091
1877,207323.6280227881
1878,210994.7970194745
1879,130779.03459901789
1880,136738.344741201
1881,250763.8295866816
1882,250819.88909128463
1883,189003.64892571847
1884,204216.65832616875
1885,233274.4763658854
1886,295138.0277757196
1887,211667.38270003782
1888,276613.02031750476
1889,165162.42225414768
1890,123037.0495785691
1891,131333.64526191
1892,103613.54828070804
1893,128607.9105655012
1894,123256.53927648459
1895,134636.36156393064
1896,125629.38630126059
1897,110144.84835953446
1898,112356.91190545283
1899,160123.83136109798
1900,155960.54357139525
1901,162241.31616644855
1902,138432.34073304108
1903,219976.21248822138
1904,144472.04853065137
1905,196647.71651749764
1906,155817.28784191958
1907,188944.41455367632
1908,119483.83701023288
1909,137613.63112616786
1910,124768.38311047392
1911,211181.0805975782
1912,303373.7931425455
1913,149632.49174789822
1914,60306.326976636075
1915,285591.7572168142
1916,60862.01102697057
1917,252902.80338937062
1918,142636.3903191757
1919,177268.3257394178
1920,144654.9088971927
1921,374522.0284025466
1922,307916.4428407494
1923,220850.3409758216
1924,220580.4600004315
1925,198292.34494198964
1926,373182.564495874
1927,133297.49626662926
1928,156204.91005361706
1929,119514.67402421543
1930,132606.21890475295
1931,142138.243569601
1932,142051.1914070934
1933,182445.16470503173
1934,183172.82722318792
1935,173455.87183728762
1936,187679.58997600598
1937,184535.64962900546
1938,173279.4518325309
1939,239681.0187111649
1940,183776.9053670673
1941,175578.24098936707
1942,184901.07829598378
1943,191137.32379765014
1944,350312.1758944423
1945,361463.5378672695
1946,139091.28435513534
1947,314486.85947314894
1948,179348.9444253105
1949,244930.66759930708
1950,185049.18344547504
1951,256039.9793283379
1952,221637.19928935674
1953,168234.3014591422
1954,189606.6401063704
1955,135863.09598909793
1956,316271.7386662206
1957,156533.0160773099
1958,310947.80227878696
1959,142359.7970515665
1960,114376.80422069078
1961,122395.28710760694
1962,97743.52982873592
1963,104893.03408613357
1964,107443.62812724627
1965,147803.85393705068
1966,147530.0666742012
1967,280486.2724925704
1968,416327.0410891568
1969,365946.5848862426
1970,427114.85263031506
1971,501167.2657190367
1972,391557.44454383757
1973,268539.0548763129
1974,323826.7108230029
1975,492718.5981452761
1976,269323.9518130714
1977,348674.5797561625
1978,354392.1105207628
1979,320071.01037855656
1980,195199.23114198353
1981,338112.37236182217
1982,219205.2106156285
1983,207789.46705379258
1984,172158.57650742927
1985,226837.09852171046
1986,208705.27335708684
1987,184051.3942458884
1988,174648.3899297359
1989,192737.1703174059
1990,208483.0718130445
1991,222445.0438108431
1992,215475.45937574812
1993,171280.60939009849
1994,237095.33656523903
1995,183962.95384964437
1996,247266.5827672169
1997,303291.8706573147
1998,312549.21205664036
1999,267641.7828414206
2000,318372.78322303755
2001,257598.85075810313
2002,244777.04729410456
2003,259552.68383127495
2004,276167.4124382616
2005,216869.2833690753
2006,217725.2009282889
2007,250248.5780817042
2008,204021.46819029178
2009,196847.8935836206
2010,197036.91179176647
2011,137255.52564150767
2012,174377.54573326083
2013,178032.4894926776
2014,186614.9505478665
2015,202776.81730735584
2016,193758.34539349377
2017,194085.28180036566
2018,120320.90711534527
2019,137822.80229554634
2020,107769.59769940322
2021,111403.82225853414
2022,177842.89826035986
2023,139532.25273005207
2024,251538.52682884285
2025,346530.7580035979
2026,179202.28069288182
2027,152803.27057996052
2028,154712.43304301784
2029,166102.40607158322
2030,263756.2368652136
2031,219556.29901890826
2032,235065.75812407822
2033,245361.16421308054
2034,170644.4614715982
2035,215667.99965235882
2036,202998.25649174492
2037,204606.16332926962
2038,311074.6851025509
2039,213128.39475482775
2040,323466.20822475135
2041,283764.0788172482
2042,203267.6856768615
2043,172291.0535097405
2044,183655.43856485837
2045,218557.98338352796
2046,139063.61459414175
2047,142480.15007607348
2048,144368.65519361524
2049,141319.5723176368
2050,173638.50995997715
2051,109805.87781505835
2052,128868.3314108854
2053,147464.5332135124
2054,88046.41367671374
2055,152790.26631153197
2056,142442.90807581518
2057,114703.92321717108
2058,206632.6461920573
2059,127048.46174314087
2060,173364.052653258
2061,176430.854598261
2062,130412.20129797854
2063,112015.71162170779
2064,131931.6603771571
2065,116023.94450322102
2066,168711.18209765392
2067,116210.94505326093
2068,143099.54979770648
2069,87917.70435950274
2070,114854.94663313105
2071,94377.52739294583
2072,145501.8471518712
2073,133863.39717772978
2074,180307.4520168194
2075,146255.33019637634
2076,122441.92332840223
2077,147007.24935789226
2078,123580.13463383967
2079,134180.5352606696
2080,117246.89987113177
2081,126148.34176205428
2082,120256.5390586604
2083,142535.64488072242
2084,109397.96015477077
2085,119032.03083662144
2086,108258.24134670291
2087,125382.28362429104
2088,105590.09084627697
2089,77166.14182978442
2090,134969.36444523316
2091,109684.28633903757
2092,123730.83908367604
2093,118444.06635058354
2094,118256.77956712976
2095,148917.05776632822
2096,84126.98364936878
2097,91868.28245842346
2098,144140.53430183823
2099,58669.334517031646
2100,79503.96093357663
2101,114207.57577988853
2102,129070.947215817
